,msa_code,lat,lon,nearest_dist,nearest_location
404,C2658,38.40662734,-82.54114311,314.5338034353225,Pittsburgh
405,C2662,34.78318968,-86.73464422,244.2632384099601,Atlanta
406,C2666,30.73904486,-95.57228393,111.8893041534678,Houston
407,C2670,44.31174734,-98.38185515,413.82989032306074,Lincoln
408,C2674,37.95295285,-98.08600666,339.5059554975134,Lincoln
409,C2678,44.82354394,-94.27242021,487.89600419548736,Lincoln
410,C2682,43.62250547,-112.4278744,321.26631269303437,Salt Lake City
411,C2686,40.65205164,-79.08754709,80.26974674696264,Pittsburgh
412,C2690,39.74743133,-86.20613805,178.48240079070362,Urbana-Champaign
413,C2694,33.60231289,-90.58861863,574.0758666668052,Atlanta
414,C2698,41.51133046,-91.64998527,305.71912002399426,Argonne
