area_fips,index,Unnamed: 0,year,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_avg_annual_pay,annual_avg_estabs,annual_avg_emplvl,avg_annual_pay,State Name,nearest_dist,nearest_location
C1018,25,25,2015,0.53,0.65,0.23,7,124,10995,Texas,512.1576379243769,Houston
C1018,26,26,2016,0.71,1.02,0.28,9,206,12955,Texas,512.1576379243769,Houston
C1018,27,27,2017,0.7,1.04,0.27,9,203,13398,Texas,512.1576379243769,Houston
C1018,28,28,2018,0.67,0.82,0.28,9,161,14689,Texas,512.1576379243769,Houston
C1038,29,29,2001,0.0,0.0,0.0,0,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,30,30,2002,0.0,0.0,0.0,0,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,31,31,2003,0.0,0.0,0.0,0,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,32,32,2004,0.17,0.0,0.0,2,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,33,33,2005,0.16,0.0,0.0,2,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,34,34,2006,0.15,0.0,0.0,2,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,35,35,2007,0.15,0.0,0.0,2,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,36,36,2008,0.16,0.0,0.0,2,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,37,37,2009,0.18,0.0,0.0,2,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,38,38,2010,0.19,0.0,0.0,2,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,39,39,2011,0.19,0.0,0.0,2,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,40,40,2012,0.3,0.0,0.0,3,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,41,41,2013,0.27,0.0,0.0,3,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,42,42,2014,0.26,0.0,0.0,3,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,43,43,2015,0.26,0.0,0.0,3,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,44,44,2016,0.27,0.0,0.0,3,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,45,45,2017,0.27,0.0,0.0,3,0,0,Puerto Rico,2431.1398437489984,Atlanta
C1038,46,46,2018,0.35,0.45,0.32,4,67,9841,Puerto Rico,2431.1398437489984,Atlanta
C1042,47,47,1990,0.48,0.68,0.41,23,510,12255,Ohio,138.50536054329166,Pittsburgh
C1042,48,48,1991,0.44,0.47,0.55,22,352,16054,Ohio,138.50536054329166,Pittsburgh
C1042,49,49,1992,0.47,0.4,0.38,25,303,12130,Ohio,138.50536054329166,Pittsburgh
C1042,50,50,1993,0.51,0.35,0.3,29,262,10069,Ohio,138.50536054329166,Pittsburgh
C1042,51,51,1994,0.49,0.3,0.32,29,248,10441,Ohio,138.50536054329166,Pittsburgh
C1042,52,52,1995,0.46,0.31,0.34,28,287,11231,Ohio,138.50536054329166,Pittsburgh
C1042,53,53,1996,0.49,0.43,0.27,31,426,9903,Ohio,138.50536054329166,Pittsburgh
C1042,54,54,1997,0.52,0.42,0.29,34,434,10438,Ohio,138.50536054329166,Pittsburgh
C1042,55,55,1998,0.53,0.4,0.27,36,382,10948,Ohio,138.50536054329166,Pittsburgh
C1042,56,56,1999,0.57,0.52,0.27,38,520,10410,Ohio,138.50536054329166,Pittsburgh
C1042,57,57,2000,0.55,0.54,0.33,35,513,13724,Ohio,138.50536054329166,Pittsburgh
C1042,58,58,2001,0.58,0.55,0.29,36,487,12469,Ohio,138.50536054329166,Pittsburgh
C1042,59,59,2002,0.57,0.44,0.29,34,416,12476,Ohio,138.50536054329166,Pittsburgh
C1042,60,60,2003,0.57,0.39,0.26,33,352,11591,Ohio,138.50536054329166,Pittsburgh
C1042,61,61,2004,0.61,0.0,0.0,34,0,0,Ohio,138.50536054329166,Pittsburgh
C1042,62,62,2005,0.6,0.38,0.29,33,352,13901,Ohio,138.50536054329166,Pittsburgh
C1042,63,63,2006,0.63,0.39,0.26,35,352,12630,Ohio,138.50536054329166,Pittsburgh
C1042,64,64,2007,0.69,0.4,0.27,38,369,13071,Ohio,138.50536054329166,Pittsburgh
C1042,65,65,2008,0.7,0.38,0.28,38,350,14378,Ohio,138.50536054329166,Pittsburgh
C1042,66,66,2009,0.65,0.39,0.29,35,333,14583,Ohio,138.50536054329166,Pittsburgh
C1042,67,67,2010,0.68,0.38,0.31,35,333,16527,Ohio,138.50536054329166,Pittsburgh
C1042,68,68,2011,0.67,0.33,0.31,34,285,16988,Ohio,138.50536054329166,Pittsburgh
C1042,69,69,2012,0.63,0.31,0.3,32,270,17054,Ohio,138.50536054329166,Pittsburgh
C1042,70,70,2013,0.65,0.32,0.32,33,280,17446,Ohio,138.50536054329166,Pittsburgh
C1042,71,71,2014,0.65,0.32,0.3,35,282,17845,Ohio,138.50536054329166,Pittsburgh
C1042,72,72,2015,0.66,0.32,0.28,36,298,16173,Ohio,138.50536054329166,Pittsburgh
C1042,73,73,2016,0.67,0.31,0.3,35,308,16961,Ohio,138.50536054329166,Pittsburgh
C1042,74,74,2017,0.68,0.33,0.31,36,312,18303,Ohio,138.50536054329166,Pittsburgh
C1042,75,75,2018,0.67,0.0,0.0,37,0,0,Ohio,138.50536054329166,Pittsburgh
C1050,76,76,2001,0.0,0.0,0.0,0,0,0,Georgia,235.6877399647292,Atlanta
C1050,77,77,2002,0.0,0.0,0.0,0,0,0,Georgia,235.6877399647292,Atlanta
C1050,78,78,2003,0.0,0.0,0.0,0,0,0,Georgia,235.6877399647292,Atlanta
C1050,79,79,2004,0.09,0.0,0.0,1,0,0,Georgia,235.6877399647292,Atlanta
C1050,80,80,2005,0.09,0.0,0.0,1,0,0,Georgia,235.6877399647292,Atlanta
C1050,81,81,2006,0.18,0.0,0.0,2,0,0,Georgia,235.6877399647292,Atlanta
C1050,82,82,2007,0.26,0.0,0.0,3,0,0,Georgia,235.6877399647292,Atlanta
C1050,83,83,2008,0.35,0.0,0.0,4,0,0,Georgia,235.6877399647292,Atlanta
C1050,84,84,2009,0.26,0.0,0.0,3,0,0,Georgia,235.6877399647292,Atlanta
C1050,85,85,2010,0.18,0.0,0.0,2,0,0,Georgia,235.6877399647292,Atlanta
C1050,86,86,2011,0.18,0.0,0.0,2,0,0,Georgia,235.6877399647292,Atlanta
C1050,87,87,2012,0.37,0.6,0.36,4,99,17426,Georgia,235.6877399647292,Atlanta
C1050,88,88,2013,0.37,0.49,0.37,4,81,17234,Georgia,235.6877399647292,Atlanta
C1050,89,89,2014,0.35,0.56,0.35,4,91,17423,Georgia,235.6877399647292,Atlanta
C1050,90,90,2015,0.26,0.0,0.0,3,0,0,Georgia,235.6877399647292,Atlanta
C1050,91,91,2016,0.27,0.0,0.0,3,0,0,Georgia,235.6877399647292,Atlanta
C1050,92,92,2017,0.3,0.32,0.35,3,57,16963,Georgia,235.6877399647292,Atlanta
C1050,93,93,2018,0.38,0.33,0.38,4,57,19506,Georgia,235.6877399647292,Atlanta
C1054,94,94,2013,0.67,0.31,0.22,6,36,10338,Oregon,346.9850246782739,Seattle
C1054,95,95,2014,0.52,0.37,0.21,5,44,10285,Oregon,346.9850246782739,Seattle
C1054,96,96,2015,0.49,0.44,0.21,5,56,10514,Oregon,346.9850246782739,Seattle
C1054,97,97,2016,0.59,0.49,0.19,6,68,9328,Oregon,346.9850246782739,Seattle
C1054,98,98,2017,0.67,0.49,0.25,7,66,12780,Oregon,346.9850246782739,Seattle
C1054,99,99,2018,0.61,0.65,0.24,7,89,12997,Oregon,346.9850246782739,Seattle
C1058,100,100,2001,0.0,0.0,0.0,0,0,0,New York,212.9406952517958,Ithaca
C1058,101,101,2002,0.0,0.0,0.0,0,0,0,New York,212.9406952517958,Ithaca
C1058,102,102,2003,0.0,0.0,0.0,0,0,0,New York,212.9406952517958,Ithaca
C1058,103,103,2004,0.54,0.0,0.0,36,0,0,New York,212.9406952517958,Ithaca
C1058,104,104,2005,0.56,0.35,0.44,37,426,22002,New York,212.9406952517958,Ithaca
C1058,105,105,2006,0.56,0.39,0.5,38,468,26042,New York,212.9406952517958,Ithaca
C1058,106,106,2007,0.55,0.34,0.34,37,407,17795,New York,212.9406952517958,Ithaca
C1058,107,107,2008,0.6,0.37,0.34,40,452,18957,New York,212.9406952517958,Ithaca
C1058,108,108,2009,0.66,0.0,0.0,44,0,0,New York,212.9406952517958,Ithaca
C1058,109,109,2010,0.66,0.0,0.0,44,0,0,New York,212.9406952517958,Ithaca
C1058,110,110,2011,0.65,0.0,0.0,43,0,0,New York,212.9406952517958,Ithaca
C1058,111,111,2012,0.65,0.0,0.0,43,0,0,New York,212.9406952517958,Ithaca
C1058,112,112,2013,0.65,0.35,0.37,44,426,22626,New York,212.9406952517958,Ithaca
C1058,113,113,2014,0.57,0.34,0.36,42,414,23814,New York,212.9406952517958,Ithaca
C1058,114,114,2015,0.62,0.0,0.0,46,0,0,New York,212.9406952517958,Ithaca
C1058,115,115,2016,0.72,0.0,0.0,51,0,0,New York,212.9406952517958,Ithaca
C1058,116,116,2017,0.76,0.0,0.0,54,0,0,New York,212.9406952517958,Ithaca
C1058,117,117,2018,0.74,0.0,0.0,55,0,0,New York,212.9406952517958,Ithaca
C1074,118,118,1990,0.66,0.64,0.44,33,463,11609,New Mexico,554.2286815044923,Boulder
C1074,119,119,1991,0.71,0.76,0.42,39,555,11293,New Mexico,554.2286815044923,Boulder
C1074,120,120,1992,0.76,0.68,0.47,43,512,13290,New Mexico,554.2286815044923,Boulder
C1074,121,121,1993,0.78,0.87,0.38,46,663,11746,New Mexico,554.2286815044923,Boulder
C1074,122,122,1994,0.76,0.8,0.46,48,676,13976,New Mexico,554.2286815044923,Boulder
C1074,123,123,1995,0.81,0.67,0.52,56,642,15811,New Mexico,554.2286815044923,Boulder
C1074,124,124,1996,0.87,0.61,0.47,60,632,15633,New Mexico,554.2286815044923,Boulder
C1074,125,125,1997,0.86,0.72,0.37,61,791,12472,New Mexico,554.2286815044923,Boulder
C1074,126,126,1998,0.86,0.72,0.37,63,738,13699,New Mexico,554.2286815044923,Boulder
C1074,127,127,1999,0.83,0.67,0.41,61,705,14492,New Mexico,554.2286815044923,Boulder
C1074,128,128,2000,0.93,0.66,0.38,65,677,14736,New Mexico,554.2286815044923,Boulder
C1074,129,129,2001,0.0,0.0,0.0,0,0,0,New Mexico,554.2286815044923,Boulder
C1074,130,130,2002,0.0,0.0,0.0,0,0,0,New Mexico,554.2286815044923,Boulder
C1074,131,131,2003,0.0,0.0,0.0,0,0,0,New Mexico,554.2286815044923,Boulder
C1074,132,132,2004,0.91,0.0,0.0,54,0,0,New Mexico,554.2286815044923,Boulder
C1074,133,133,2005,0.96,0.0,0.0,56,0,0,New Mexico,554.2286815044923,Boulder
C1074,134,134,2006,0.97,0.0,0.0,59,0,0,New Mexico,554.2286815044923,Boulder
C1074,135,135,2007,0.92,0.0,0.0,57,0,0,New Mexico,554.2286815044923,Boulder
C1074,136,136,2008,1.0,0.0,0.0,62,0,0,New Mexico,554.2286815044923,Boulder
C1074,137,137,2009,1.07,0.0,0.0,66,0,0,New Mexico,554.2286815044923,Boulder
C1074,138,138,2010,1.19,0.0,0.0,73,0,0,New Mexico,554.2286815044923,Boulder
C1074,139,139,2011,1.15,0.0,0.0,70,0,0,New Mexico,554.2286815044923,Boulder
C1074,140,140,2012,1.14,0.0,0.0,70,0,0,New Mexico,554.2286815044923,Boulder
C1074,141,141,2013,1.11,0.0,0.0,69,0,0,New Mexico,554.2286815044923,Boulder
C1074,142,142,2014,1.72,0.0,0.0,114,0,0,New Mexico,554.2286815044923,Boulder
C1074,143,143,2015,2.06,0.0,0.0,140,0,0,New Mexico,554.2286815044923,Boulder
C1074,144,144,2016,1.37,0.0,0.0,91,0,0,New Mexico,554.2286815044923,Boulder
C1074,145,145,2017,0.98,0.0,0.0,65,0,0,New Mexico,554.2286815044923,Boulder
C1074,146,146,2018,0.95,0.0,0.0,69,0,0,New Mexico,554.2286815044923,Boulder
C1078,147,147,2001,0.0,0.0,0.0,0,0,0,Louisiana,321.92870518015786,Houston
C1078,148,148,2002,0.0,0.0,0.0,0,0,0,Louisiana,321.92870518015786,Houston
C1078,149,149,2003,0.0,0.0,0.0,0,0,0,Louisiana,321.92870518015786,Houston
C1078,150,150,2004,0.36,0.4,0.27,4,70,10169,Louisiana,321.92870518015786,Houston
C1078,151,151,2005,0.36,0.0,0.0,4,0,0,Louisiana,321.92870518015786,Houston
C1078,152,152,2006,0.26,0.0,0.0,3,0,0,Louisiana,321.92870518015786,Houston
C1078,153,153,2007,0.26,0.0,0.0,3,0,0,Louisiana,321.92870518015786,Houston
C1078,154,154,2008,0.26,0.0,0.0,3,0,0,Louisiana,321.92870518015786,Houston
C1078,155,155,2009,0.17,0.0,0.0,2,0,0,Louisiana,321.92870518015786,Houston
C1078,156,156,2010,0.17,0.0,0.0,2,0,0,Louisiana,321.92870518015786,Houston
C1078,157,157,2011,0.18,0.0,0.0,2,0,0,Louisiana,321.92870518015786,Houston
C1078,158,158,2012,0.27,0.0,0.0,3,0,0,Louisiana,321.92870518015786,Houston
C1078,159,159,2013,0.26,0.0,0.0,3,0,0,Louisiana,321.92870518015786,Houston
C1078,160,160,2014,0.26,0.0,0.0,3,0,0,Louisiana,321.92870518015786,Houston
C1078,161,161,2015,0.25,0.0,0.0,3,0,0,Louisiana,321.92870518015786,Houston
C1078,162,162,2016,0.17,0.0,0.0,2,0,0,Louisiana,321.92870518015786,Houston
C1078,163,163,2017,0.17,0.0,0.0,2,0,0,Louisiana,321.92870518015786,Houston
C1078,164,164,2018,0.24,0.0,0.0,3,0,0,Louisiana,321.92870518015786,Houston
C1090,165,165,2001,0.0,0.0,0.0,0,0,0,Pennsylvania,79.73630621576494,Princeton
C1090,166,166,2001,0.0,0.0,0.0,0,0,0,New Jersey,79.73630621576494,Princeton
C1090,167,167,2002,0.0,0.0,0.0,0,0,0,Pennsylvania,79.73630621576494,Princeton
C1090,168,168,2002,0.0,0.0,0.0,0,0,0,New Jersey,79.73630621576494,Princeton
C1090,169,169,2003,0.0,0.0,0.0,0,0,0,Pennsylvania,79.73630621576494,Princeton
C1090,170,170,2003,0.0,0.0,0.0,0,0,0,New Jersey,79.73630621576494,Princeton
C1090,171,171,2004,0.53,0.43,0.39,31,400,18843,Pennsylvania,79.73630621576494,Princeton
C1090,172,172,2004,0.53,0.43,0.39,31,400,18843,New Jersey,79.73630621576494,Princeton
C1090,173,173,2005,0.58,0.0,0.0,33,0,0,Pennsylvania,79.73630621576494,Princeton
C1090,174,174,2005,0.58,0.0,0.0,33,0,0,New Jersey,79.73630621576494,Princeton
C1090,175,175,2006,0.56,0.0,0.0,33,0,0,Pennsylvania,79.73630621576494,Princeton
C1090,176,176,2006,0.56,0.0,0.0,33,0,0,New Jersey,79.73630621576494,Princeton
C1090,177,177,2007,0.56,0.43,0.32,33,395,16516,Pennsylvania,79.73630621576494,Princeton
C1090,178,178,2007,0.56,0.43,0.32,33,395,16516,New Jersey,79.73630621576494,Princeton
C1090,179,179,2008,0.53,0.4,0.36,31,373,19089,Pennsylvania,79.73630621576494,Princeton
C1090,180,180,2008,0.53,0.4,0.36,31,373,19089,New Jersey,79.73630621576494,Princeton
C1090,181,181,2009,0.5,0.4,0.38,29,359,20690,Pennsylvania,79.73630621576494,Princeton
C1090,182,182,2009,0.5,0.4,0.38,29,359,20690,New Jersey,79.73630621576494,Princeton
C1090,183,183,2010,0.46,0.42,0.54,26,390,30031,Pennsylvania,79.73630621576494,Princeton
C1090,184,184,2010,0.46,0.42,0.54,26,390,30031,New Jersey,79.73630621576494,Princeton
C1090,185,185,2011,0.47,0.37,0.53,26,342,30439,Pennsylvania,79.73630621576494,Princeton
C1090,186,186,2011,0.47,0.37,0.53,26,342,30439,New Jersey,79.73630621576494,Princeton
C1090,187,187,2012,0.48,0.0,0.0,27,0,0,Pennsylvania,79.73630621576494,Princeton
C1090,188,188,2012,0.48,0.0,0.0,27,0,0,New Jersey,79.73630621576494,Princeton
C1090,189,189,2013,0.48,0.0,0.0,27,0,0,Pennsylvania,79.73630621576494,Princeton
C1090,190,190,2013,0.48,0.0,0.0,27,0,0,New Jersey,79.73630621576494,Princeton
C1090,191,191,2014,0.46,0.0,0.0,27,0,0,Pennsylvania,79.73630621576494,Princeton
C1090,192,192,2014,0.46,0.0,0.0,27,0,0,New Jersey,79.73630621576494,Princeton
C1090,193,193,2015,0.43,0.0,0.0,26,0,0,Pennsylvania,79.73630621576494,Princeton
C1090,194,194,2015,0.43,0.0,0.0,26,0,0,New Jersey,79.73630621576494,Princeton
C1090,195,195,2016,0.43,0.34,0.48,25,364,28392,Pennsylvania,79.73630621576494,Princeton
C1090,196,196,2016,0.43,0.34,0.48,25,364,28392,New Jersey,79.73630621576494,Princeton
C1090,197,197,2017,0.41,0.31,0.49,24,325,30008,Pennsylvania,79.73630621576494,Princeton
C1090,198,198,2017,0.41,0.31,0.49,24,325,30008,New Jersey,79.73630621576494,Princeton
C1090,199,199,2018,0.47,0.39,0.58,29,401,36888,Pennsylvania,79.73630621576494,Princeton
C1090,200,200,2018,0.47,0.39,0.58,29,401,36888,New Jersey,79.73630621576494,Princeton
C1102,201,201,2001,0.0,0.0,0.0,0,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,202,202,2002,0.0,0.0,0.0,0,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,203,203,2003,0.0,0.0,0.0,0,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,204,204,2004,0.49,0.0,0.0,5,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,205,205,2005,0.4,0.0,0.0,4,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,206,206,2006,0.49,0.0,0.0,5,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,207,207,2007,0.49,0.24,0.26,5,40,10490,Pennsylvania,139.43504071793149,Pittsburgh
C1102,208,208,2008,0.5,0.0,0.0,5,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,209,209,2009,0.5,0.0,0.0,5,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,210,210,2010,0.4,0.0,0.0,4,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,211,211,2011,0.4,0.0,0.0,4,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,212,212,2012,0.4,0.0,0.0,4,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,213,213,2013,0.4,0.0,0.0,4,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,214,214,2014,0.28,0.0,0.0,3,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,215,215,2015,0.38,0.0,0.0,4,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,216,216,2016,0.4,0.0,0.0,4,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,217,217,2017,0.3,0.0,0.0,3,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1102,218,218,2018,0.28,0.0,0.0,3,0,0,Pennsylvania,139.43504071793149,Pittsburgh
C1110,219,219,2001,0.0,0.0,0.0,0,0,0,Texas,606.8889166423003,Boulder
C1110,220,220,2002,0.0,0.0,0.0,0,0,0,Texas,606.8889166423003,Boulder
C1110,221,221,2003,0.0,0.0,0.0,0,0,0,Texas,606.8889166423003,Boulder
C1110,222,222,2004,0.5,0.0,0.0,9,0,0,Texas,606.8889166423003,Boulder
C1110,223,223,2005,0.39,0.0,0.0,7,0,0,Texas,606.8889166423003,Boulder
C1110,224,224,2006,0.38,0.0,0.0,7,0,0,Texas,606.8889166423003,Boulder
C1110,225,225,2007,0.37,0.0,0.0,7,0,0,Texas,606.8889166423003,Boulder
C1110,226,226,2008,0.44,0.0,0.0,8,0,0,Texas,606.8889166423003,Boulder
C1110,227,227,2009,0.44,0.0,0.0,8,0,0,Texas,606.8889166423003,Boulder
C1110,228,228,2010,0.44,0.0,0.0,8,0,0,Texas,606.8889166423003,Boulder
C1110,229,229,2011,0.45,0.0,0.0,8,0,0,Texas,606.8889166423003,Boulder
C1110,230,230,2012,0.44,0.0,0.0,8,0,0,Texas,606.8889166423003,Boulder
C1110,231,231,2013,0.42,0.0,0.0,8,0,0,Texas,606.8889166423003,Boulder
C1110,232,232,2014,0.35,0.0,0.0,7,0,0,Texas,606.8889166423003,Boulder
C1110,233,233,2015,0.24,0.3,0.29,5,100,16034,Texas,606.8889166423003,Boulder
C1110,234,234,2016,0.2,0.0,0.0,4,0,0,Texas,606.8889166423003,Boulder
C1110,235,235,2017,0.25,0.28,0.4,5,95,21958,Texas,606.8889166423003,Boulder
C1110,236,236,2018,0.28,0.0,0.0,6,0,0,Texas,606.8889166423003,Boulder
C1118,237,237,1990,1.58,0.91,0.32,10,83,7793,Iowa,283.8230483840295,Lincoln
C1118,238,238,1991,1.21,0.9,0.23,8,84,5579,Iowa,283.8230483840295,Lincoln
C1118,239,239,1992,1.19,0.91,0.24,8,86,6341,Iowa,283.8230483840295,Lincoln
C1118,240,240,1993,1.45,0.93,0.19,10,87,5432,Iowa,283.8230483840295,Lincoln
C1118,241,241,1994,1.41,0.93,0.21,10,94,5885,Iowa,283.8230483840295,Lincoln
C1118,242,242,1995,1.64,0.83,0.29,12,92,8020,Iowa,283.8230483840295,Lincoln
C1118,243,243,1996,1.45,0.82,0.23,11,98,7251,Iowa,283.8230483840295,Lincoln
C1118,244,244,1997,1.51,0.87,0.22,12,110,7041,Iowa,283.8230483840295,Lincoln
C1118,245,245,1998,1.65,1.13,0.22,14,137,7789,Iowa,283.8230483840295,Lincoln
C1118,246,246,1999,1.59,0.95,0.27,14,119,9048,Iowa,283.8230483840295,Lincoln
C1118,247,247,2000,1.67,0.83,0.36,14,100,13141,Iowa,283.8230483840295,Lincoln
C1118,248,248,2001,1.31,0.75,0.4,10,87,15268,Iowa,283.8230483840295,Lincoln
C1118,249,249,2002,1.14,0.68,0.42,8,83,16179,Iowa,283.8230483840295,Lincoln
C1118,250,250,2003,0.87,0.71,0.4,6,83,16216,Iowa,283.8230483840295,Lincoln
C1118,251,251,2004,0.87,0.0,0.0,6,0,0,Iowa,283.8230483840295,Lincoln
C1118,252,252,2005,0.9,0.71,0.48,6,83,20864,Iowa,283.8230483840295,Lincoln
C1118,253,253,2006,1.17,0.7,0.55,8,82,24628,Iowa,283.8230483840295,Lincoln
C1118,254,254,2007,1.03,0.65,0.63,7,77,29126,Iowa,283.8230483840295,Lincoln
C1118,255,255,2008,0.87,0.62,0.53,6,75,25534,Iowa,283.8230483840295,Lincoln
C1118,256,256,2009,0.85,0.0,0.0,6,0,0,Iowa,283.8230483840295,Lincoln
C1118,257,257,2010,0.72,0.0,0.0,5,0,0,Iowa,283.8230483840295,Lincoln
C1118,258,258,2011,0.58,0.0,0.0,4,0,0,Iowa,283.8230483840295,Lincoln
C1118,259,259,2012,0.58,0.0,0.0,4,0,0,Iowa,283.8230483840295,Lincoln
C1118,260,260,2013,0.55,0.0,0.0,4,0,0,Iowa,283.8230483840295,Lincoln
C1118,261,261,2014,0.52,0.0,0.0,4,0,0,Iowa,283.8230483840295,Lincoln
C1118,262,262,2015,0.38,0.0,0.0,3,0,0,Iowa,283.8230483840295,Lincoln
C1118,263,263,2016,0.53,0.0,0.0,4,0,0,Iowa,283.8230483840295,Lincoln
C1118,264,264,2017,0.64,0.43,0.47,5,59,28193,Iowa,283.8230483840295,Lincoln
C1118,265,265,2018,0.6,0.6,0.38,5,80,24132,Iowa,283.8230483840295,Lincoln
C1126,266,266,2001,0.0,0.0,0.0,0,0,0,Alaska,2348.4055338652342,Seattle
C1126,267,267,2002,0.0,0.0,0.0,0,0,0,Alaska,2348.4055338652342,Seattle
C1126,268,268,2003,0.0,0.0,0.0,0,0,0,Alaska,2348.4055338652342,Seattle
C1126,269,269,2004,0.62,0.0,0.0,18,0,0,Alaska,2348.4055338652342,Seattle
C1126,270,270,2005,0.59,0.0,0.0,17,0,0,Alaska,2348.4055338652342,Seattle
C1126,271,271,2006,0.54,0.0,0.0,16,0,0,Alaska,2348.4055338652342,Seattle
C1126,272,272,2007,0.61,0.0,0.0,18,0,0,Alaska,2348.4055338652342,Seattle
C1126,273,273,2008,0.54,0.0,0.0,16,0,0,Alaska,2348.4055338652342,Seattle
C1126,274,274,2009,0.54,0.0,0.0,16,0,0,Alaska,2348.4055338652342,Seattle
C1126,275,275,2010,0.62,0.0,0.0,18,0,0,Alaska,2348.4055338652342,Seattle
C1126,276,276,2011,0.65,0.0,0.0,19,0,0,Alaska,2348.4055338652342,Seattle
C1126,277,277,2012,0.57,0.0,0.0,17,0,0,Alaska,2348.4055338652342,Seattle
C1126,278,278,2013,0.49,0.0,0.0,15,0,0,Alaska,2348.4055338652342,Seattle
C1126,279,279,2014,0.5,0.0,0.0,16,0,0,Alaska,2348.4055338652342,Seattle
C1126,280,280,2015,0.52,0.0,0.0,17,0,0,Alaska,2348.4055338652342,Seattle
C1126,281,281,2016,0.51,0.0,0.0,16,0,0,Alaska,2348.4055338652342,Seattle
C1126,282,282,2017,0.42,0.0,0.0,13,0,0,Alaska,2348.4055338652342,Seattle
